temperature,humidity,pressure,wind_speed,sensor_1,sensor_2,sensor_3,sensor_4
38.86,66,992,14,33.5,21.33,416.24,48.67
27.03,63,1004,19,38.19,131.71,645.03,-4.11
37.23,73,1021,11,12.35,9.77,942.49,24.95
33.37,86,1025,11,5.21,82.24,523.35,-25.24
39.21,87,1015,20,7.28,468.17,361.51,47.72
37.29,48,1003,10,28.04,460.57,502.11,17.91
37.76,68,1010,15,60.42,330.38,400.09,-1.89
32.64,87,1014,17,26.31,118.93,815.04,29.41
36.66,57,1024,24,13.66,355.18,563.51,-14.46
35.14,67,1029,18,2.79,225.74,111.96,-10.99
23.23,60,1023,13,47.29,145.48,395.06,40.14
32.97,74,1002,9,23.53,255.01,334.17,-2.77
22.96,88,1008,9,17.56,228.91,541.7,2.34
37.39,62,991,10,46.08,290.13,384.92,9.24
21.32,68,1002,23,5.2,354.69,112.65,-4.49
39.74,76,1004,12,2.67,489.63,550.72,49.09
28.01,75,1024,23,15.44,482.23,246.07,6.44
23.41,49,1027,9,76.04,482.43,671.21,-21.79
38.71,59,1025,7,36.46,422.68,973.73,4.25
20.91,50,1024,13,94.96,323.57,141.24,18.21
29.4,77,1021,6,55.49,82.35,843.02,16.42
35.4,60,1028,12,5.79,33.81,713.45,7.58
26.34,70,1009,17,88.02,105.1,181.4,-48.13
30.58,52,1023,14,7.77,46.17,613.43,-1.32
34.01,57,1020,14,5.73,76.26,552.15,30.63
39.04,85,1004,16,19.99,356.19,385.85,2.37
22.05,67,997,19,1.68,429.96,215.08,-32.38
23.14,45,1027,19,41.54,170.93,198.4,23.76
30.18,65,991,18,94.01,99.21,931.28,-19.5
28.37,75,1002,13,85.51,1.67,477.71,49.48
28.22,43,1011,7,93.57,76.12,391.0,-18.14
25.94,71,996,14,34.84,233.12,715.34,-12.54
31.21,41,1002,15,25.4,403.92,895.75,-9.14
37.67,61,1024,16,57.04,92.07,112.16,48.2
23.22,52,1026,9,4.19,122.31,852.44,24.74
24.31,51,1005,13,69.39,283.67,639.89,2.01
33.42,42,994,9,79.99,441.86,419.38,-30.74
21.12,47,1000,6,62.99,299.43,963.04,-44.74
33.48,79,992,18,97.45,280.5,943.09,29.88
26.29,68,1012,18,34.1,35.18,862.95,37.72
27.16,61,1017,18,81.84,64.99,266.36,30.51
28.11,64,1006,9,26.67,264.41,953.24,-37.46
26.99,47,1018,11,59.38,260.61,414.83,31.95
36.82,48,999,23,36.48,130.96,381.35,-2.46
38.92,71,1014,9,43.85,375.34,831.3,8.58
30.96,84,1022,5,86.52,497.46,956.79,47.79
31.64,65,1027,7,78.7,168.2,472.99,-36.61
21.41,72,1016,13,12.35,63.34,428.41,15.32
34.26,52,1008,10,76.58,235.13,469.94,45.84
31.68,71,994,18,22.38,97.48,572.13,-37.18
21.01,87,1003,20,68.49,458.9,861.83,7.34
23.97,82,1011,16,28.48,342.63,713.16,-35.74
24.04,53,1014,19,55.22,76.21,194.15,-32.23
23.42,51,1007,22,4.79,250.46,711.45,-11.73
33.17,78,1024,18,56.39,233.96,874.64,-23.05
38.57,76,999,5,8.34,248.64,755.0,13.79
35.26,72,997,21,25.11,33.9,400.55,-40.68
29.55,58,1024,21,89.28,211.88,199.45,28.47
28.08,59,999,15,36.82,238.46,731.28,39.46
27.73,48,1010,19,4.91,241.44,563.1,-47.17
32.02,65,1011,7,69.59,425.33,223.95,-33.72
27.18,72,1010,21,65.59,456.63,787.53,-46.38
24.52,46,1024,10,38.54,228.37,948.77,45.95
32.06,49,993,12,95.67,432.07,306.4,-4.72
27.81,67,1013,23,64.14,274.67,741.91,-35.14
20.28,44,1025,13,85.19,59.91,316.46,-4.32
20.44,75,999,19,23.17,241.33,956.33,24.74
25.48,56,1023,15,26.11,112.26,745.15,25.76
30.25,67,1009,11,53.65,443.88,246.96,-32.42
27.08,41,1013,11,45.84,475.41,204.53,-9.51
20.48,61,1004,10,80.74,348.12,275.68,-47.9
24.46,88,1015,21,31.42,271.82,214.76,33.74
21.93,72,1022,17,51.92,346.88,327.55,3.67
38.97,57,1027,12,74.09,412.2,484.88,43.4
26.26,56,1013,20,25.47,204.07,442.96,-45.41
20.3,46,1026,19,85.42,88.26,985.77,-36.49
33.21,71,999,24,53.26,267.05,863.02,-34.1
24.65,78,1008,7,37.51,483.71,626.26,17.76
31.33,76,1021,20,78.98,339.79,228.98,14.84
23.01,77,1012,13,23.71,126.36,527.19,47.28
39.68,68,1004,12,63.6,280.68,776.15,36.89
39.41,87,1026,20,3.34,107.18,346.56,45.72
33.12,43,1000,22,46.09,75.39,844.55,17.38
34.14,85,1026,11,39.82,428.33,620.22,-26.81
28.52,62,1017,10,38.18,190.63,105.34,-34.52
39.24,54,1013,6,64.28,488.45,111.86,-34.42
28.47,56,1015,14,16.03,421.11,605.86,-28.55
24.79,63,1007,15,64.3,419.83,220.1,33.61
22.31,79,996,13,56.5,23.13,291.06,2.43
24.16,71,1017,11,41.61,183.85,933.13,-46.31
31.44,42,1013,12,26.35,413.14,570.49,9.63
24.9,72,1028,17,7.41,497.34,203.86,-3.37
33.08,82,1028,12,22.34,164.75,861.71,4.1
27.64,86,1003,20,64.58,96.19,510.76,8.12
37.74,56,1003,23,71.79,439.26,292.71,44.66
31.17,76,1007,9,8.21,187.42,474.83,1.74
32.45,64,1001,10,34.41,293.68,849.53,-16.74
31.13,83,997,19,25.2,228.37,807.48,33.96
37.71,53,1011,17,53.81,262.68,509.99,-47.2
21.27,84,1006,19,88.68,63.81,163.47,-35.78
21.35,67,1025,5,9.82,218.62,928.66,-3.48
34.03,81,1003,18,93.53,391.19,522.0,-20.38
35.36,77,1005,7,60.66,312.38,203.34,5.79
28.67,69,1025,9,51.92,434.5,791.09,-8.49
27.05,61,1018,13,86.4,26.27,385.27,41.38
25.56,63,1026,11,63.53,431.61,648.83,-33.21
24.69,70,1015,6,23.26,419.84,534.78,-49.97
38.24,41,1002,9,12.6,308.18,113.91,-20.51
25.9,55,999,10,57.77,245.83,854.55,42.41
32.96,70,997,18,36.74,313.87,316.19,-5.76
35.74,44,993,11,76.47,146.61,517.97,13.83
20.44,67,1001,21,3.15,28.73,685.41,-21.0
20.68,72,995,21,63.34,90.58,586.81,-7.94
26.66,84,993,9,39.27,191.01,675.04,8.43
33.92,47,1021,7,0.92,247.85,475.48,-21.91
25.22,77,1029,16,78.21,286.42,565.01,-45.84
20.03,51,1000,20,63.47,309.82,371.92,13.29
25.76,50,991,12,31.7,400.97,668.68,-30.14
21.8,88,1027,5,45.94,89.6,118.83,30.96
24.39,47,996,12,28.15,69.32,498.09,7.33
26.66,53,1017,16,27.83,4.45,500.41,20.13
22.56,85,1023,22,45.07,85.47,607.01,28.59
34.13,64,1020,10,52.22,299.14,532.08,-39.7
25.12,71,1009,13,37.66,240.29,259.89,9.86
33.22,40,1029,13,28.65,398.41,932.6,30.26
31.98,70,1002,24,34.55,414.43,417.11,14.71
37.96,58,1019,21,58.55,101.12,143.1,11.26
21.76,76,1013,9,46.38,446.97,975.03,18.26
24.29,88,1004,16,84.63,32.47,605.33,-6.64
37.3,61,997,15,38.17,13.12,454.73,-1.41
36.44,55,999,6,85.88,492.35,294.85,0.54
23.84,51,1005,16,45.6,249.08,740.22,-0.34
22.15,53,1005,6,62.42,408.73,311.05,41.16
37.12,64,1007,22,63.69,222.02,102.15,42.22
23.56,49,1029,21,28.2,94.77,485.47,10.52
37.42,50,1022,21,14.3,389.38,137.06,-29.92
39.22,46,1008,19,16.73,16.81,284.23,33.96
24.42,79,991,24,7.26,380.54,757.84,45.34
36.81,85,1015,24,29.04,447.31,108.64,-12.96
28.48,80,1025,5,35.87,156.67,771.77,17.79
35.78,82,995,10,87.43,487.64,279.79,39.47
28.15,76,1007,13,45.63,4.23,299.64,-22.52
21.41,46,1009,5,83.55,100.77,301.67,-34.03
34.25,47,999,20,52.29,28.59,804.27,8.21
23.01,79,992,5,2.6,205.6,961.6,-23.95
38.54,86,1026,21,2.26,129.13,423.15,-36.8
28.35,51,1019,11,43.87,393.3,391.73,49.51
21.64,44,1029,17,93.16,83.82,886.95,23.07
24.57,71,1005,19,26.15,122.49,794.07,-40.35
37.25,89,1022,9,32.39,50.83,245.73,-5.19
26.42,58,1020,11,28.42,218.16,361.77,-24.99
37.13,69,1017,22,52.03,103.95,435.09,29.75
23.45,65,997,24,12.57,155.06,158.65,-47.81
29.36,71,998,23,49.68,247.77,616.87,-8.58
37.57,63,992,7,51.32,123.94,187.39,28.77
20.97,61,1028,8,9.67,351.01,810.9,11.6
26.09,89,1025,16,70.57,297.9,606.62,26.92
38.2,69,1012,9,50.67,72.38,810.24,-15.21
31.93,71,1017,13,43.92,10.43,698.9,26.07
34.32,49,1024,18,99.41,182.72,809.9,-49.07
36.84,76,1029,19,26.13,291.03,559.54,-18.83
30.47,70,991,9,57.78,359.68,230.18,5.87
36.91,71,1009,24,14.95,483.73,852.07,2.62
32.78,64,1023,19,82.4,385.32,791.58,-30.5
33.71,46,1013,5,36.04,408.72,260.69,38.04
23.06,52,1019,13,18.44,373.21,135.25,39.88
38.78,71,1019,24,65.7,100.66,185.52,35.32
35.92,79,1017,18,35.86,327.12,746.38,28.91
25.08,50,1004,17,17.06,91.84,213.79,16.95
31.6,47,1009,9,65.86,366.25,949.11,37.53
27.53,46,1022,11,1.68,64.58,738.69,16.19
33.21,73,991,8,10.93,229.48,172.97,-36.14
39.87,60,990,19,71.58,386.28,501.05,-39.14
20.91,83,1028,13,57.53,47.91,221.27,-43.04
39.05,43,1006,9,23.69,33.97,609.95,34.83
21.45,40,1000,12,58.29,160.67,848.56,28.45
29.22,83,1013,9,8.01,288.82,447.57,9.22
29.64,59,1005,10,72.13,263.19,864.33,40.22
25.37,53,1024,23,86.33,51.52,240.13,-38.47
31.33,46,1029,22,13.61,313.76,596.03,48.58
36.68,49,995,20,54.67,179.26,203.73,44.57
25.88,51,1017,5,27.03,217.8,333.98,-16.63
21.41,55,991,20,53.41,475.03,989.72,-22.78
32.65,72,1011,23,8.15,91.92,414.55,-7.1
35.03,40,1028,12,50.88,78.56,175.13,-37.3
39.09,52,1007,22,56.44,231.85,855.42,25.16
23.19,87,996,13,34.16,146.05,821.43,28.71
38.03,60,1014,12,86.88,13.66,485.3,0.18
29.64,69,996,8,64.27,452.17,404.85,-15.84
24.72,53,995,8,80.06,168.06,584.82,13.57
39.25,71,1021,20,59.56,284.58,816.41,29.07
24.77,58,1006,7,81.16,374.8,970.29,-10.94
34.67,82,1007,22,64.46,265.75,776.6,27.0
35.7,55,1013,12,12.95,329.59,240.84,-8.96
28.61,59,1013,7,81.27,426.18,649.56,-13.24
33.8,88,1000,13,11.84,386.21,388.57,-12.72
31.45,43,1014,13,18.28,120.27,101.65,-11.17
23.84,73,1028,21,52.6,297.65,310.17,44.61
35.2,56,1019,18,65.04,258.09,845.97,8.37
38.56,87,1009,6,65.56,275.18,350.62,-33.53
29.77,47,991,10,69.82,44.34,394.04,-47.97
39.89,61,1014,20,90.19,352.77,170.16,-46.86
28.56,53,1007,14,20.11,46.04,945.8,20.85
29.59,67,998,16,68.86,160.36,378.51,21.46
33.48,64,994,23,92.27,49.5,781.52,16.34
23.72,77,1006,9,67.22,17.33,963.84,22.45
38.04,58,1020,20,7.73,72.29,900.14,49.27
36.03,46,1007,20,29.65,179.52,627.93,-9.1
37.45,70,1002,17,87.31,282.35,838.71,-13.67
32.19,45,1017,22,1.44,183.64,703.91,-22.2
37.67,51,1013,24,72.22,240.17,917.03,-17.48
33.6,61,1023,21,76.67,149.84,638.39,8.95
30.23,57,990,6,67.81,192.16,195.43,-10.28
38.64,67,993,23,71.74,5.8,601.57,-39.47
28.79,84,1006,9,66.94,277.32,723.38,-23.69
30.01,73,1011,19,58.18,333.89,193.45,-2.14
23.39,69,1006,7,87.51,206.44,686.7,45.52
38.95,78,991,17,30.87,133.52,280.49,8.82
24.42,49,1020,20,64.5,100.5,327.28,23.91
24.03,79,1023,7,70.32,268.03,376.11,-48.4
22.02,78,1027,5,67.21,104.8,512.49,-16.57
29.07,64,996,19,74.69,186.39,761.5,7.43
25.47,58,991,15,19.77,349.62,170.54,-1.26
34.82,77,1017,11,99.91,79.54,442.98,9.14
26.15,76,1025,5,0.26,426.31,760.68,38.42
34.42,55,1029,8,58.54,444.62,302.04,36.42
23.92,73,1004,21,60.81,455.05,616.61,30.83
24.6,74,1017,8,63.64,465.36,609.51,40.18
36.12,74,1023,13,90.9,217.44,174.12,-28.09
27.42,88,996,12,99.45,89.22,248.89,22.59
22.24,80,1009,16,23.37,132.78,255.76,-12.71
39.23,79,994,14,0.99,259.01,394.92,-6.25
23.55,55,999,17,3.88,276.24,572.17,11.21
23.0,44,1000,18,30.23,433.31,875.51,-5.14
27.17,51,997,10,55.99,2.89,376.02,-33.56
21.91,53,1019,15,16.83,290.08,455.79,35.96
23.11,87,998,15,7.39,348.39,543.43,48.51
36.93,40,1022,20,3.08,213.14,697.99,33.27
23.43,83,995,24,29.45,336.37,420.03,-26.34
22.23,87,996,11,28.56,297.77,824.89,-17.34
37.6,77,1004,6,84.49,155.4,799.0,18.17
28.88,54,1024,14,87.64,76.37,994.87,24.1
23.14,70,1016,5,63.12,230.34,641.28,16.81
31.63,82,1008,15,20.65,115.69,247.21,30.15
20.83,73,996,19,66.4,451.34,977.67,-26.37
28.55,62,993,12,55.16,431.45,353.6,-15.28
31.81,50,1024,21,65.08,65.87,795.34,37.07
39.14,76,1019,24,19.34,446.09,412.18,14.92
26.53,85,1010,18,89.84,238.52,824.83,45.43
35.3,53,1010,23,5.17,310.51,555.34,-9.65
22.65,49,1007,14,65.04,267.84,650.6,-31.18
28.67,55,1000,5,27.75,241.09,267.59,40.49
24.46,82,997,20,26.01,287.43,891.37,36.18
29.85,61,1011,18,45.06,348.24,432.74,30.65
28.34,47,1015,6,80.16,28.85,981.17,19.44
39.6,70,991,18,84.19,210.65,165.93,-7.49
38.35,85,992,17,91.85,394.93,440.13,39.39
31.64,49,1019,22,14.9,149.01,535.16,-27.44
23.53,69,1007,10,4.77,307.64,110.12,-27.82
31.14,53,1015,23,98.25,19.47,925.73,-31.73
35.84,43,995,15,20.34,70.33,338.95,14.53
20.76,49,1010,11,10.46,228.63,920.3,-19.08
28.68,44,1018,16,79.52,224.16,231.1,41.43
20.85,77,1027,7,20.99,103.53,457.73,-20.12
24.88,69,1002,16,84.82,166.8,277.73,0.53
21.84,50,1028,6,91.62,275.25,797.46,-32.2
39.21,43,1003,7,72.46,214.62,703.76,15.27
23.38,84,1017,5,54.37,332.06,692.84,19.59
23.0,68,1010,20,4.71,64.46,286.03,45.41
39.44,86,1025,20,24.3,478.08,778.35,14.79
30.32,88,1014,6,41.97,203.09,665.84,11.75
35.16,66,1021,7,73.44,351.55,594.95,36.62
26.55,83,1006,5,36.15,42.68,738.22,38.81
30.66,63,1027,19,92.07,205.18,827.67,-24.96
20.14,76,1024,23,84.84,492.11,266.83,-21.44
28.18,54,1029,21,37.34,481.65,710.23,23.07
31.1,43,994,21,5.88,387.74,813.37,-19.8
30.29,53,1020,19,63.72,144.55,219.88,13.23
28.12,52,1021,20,68.37,205.41,442.54,19.68
35.76,83,1000,18,40.81,165.63,698.33,-0.81
30.03,77,1003,22,26.23,25.22,868.66,32.93
32.72,73,1003,15,61.75,260.06,769.55,-16.4
23.69,44,1010,24,44.18,191.57,609.75,-14.7
37.23,45,1016,7,61.05,383.49,173.78,39.18
27.26,78,1006,17,95.15,473.35,468.42,18.36
29.64,88,1006,22,86.04,49.27,530.22,41.29
27.04,86,1029,18,4.0,170.11,918.37,-46.25
37.84,41,1008,16,89.94,271.83,223.03,-1.35
38.01,76,1008,10,19.75,15.43,713.08,-0.97
24.49,51,994,10,28.46,458.34,927.64,16.35
35.05,61,1027,14,75.89,486.81,879.16,-40.36
22.06,43,1022,6,30.28,444.78,689.47,-1.65
20.6,80,990,8,46.67,413.01,616.79,10.85
36.73,54,1009,9,67.5,50.66,957.38,-35.49
22.62,85,1001,22,45.02,49.45,397.71,44.84
23.1,59,1003,11,82.94,127.24,395.99,30.61
32.13,71,1004,19,96.7,427.72,751.74,12.07
36.34,70,1019,6,72.1,320.65,342.56,23.82
23.79,74,1029,6,36.53,86.15,780.82,-11.33
22.28,82,998,9,48.53,172.81,591.53,13.48
21.55,88,1009,5,69.03,153.97,308.13,-22.62
20.5,63,1004,19,57.9,198.01,285.93,3.02
22.33,88,1017,19,32.77,363.04,453.93,48.57
38.85,67,998,5,60.12,407.34,916.7,35.84
21.91,59,1005,20,17.9,439.74,862.16,25.72
31.95,68,1001,24,87.85,443.6,790.81,-16.46
38.42,79,1028,12,12.85,407.31,147.83,-6.91
32.56,45,1006,12,51.63,457.09,603.53,-15.78
20.65,65,1006,16,5.12,58.93,838.66,-14.3
31.93,80,997,5,7.94,160.58,895.59,-19.28
38.06,55,1025,12,4.34,416.94,373.16,41.0
26.45,53,1002,8,99.44,61.69,516.7,2.5
26.27,68,1002,23,99.96,72.01,632.11,45.7
24.98,62,1015,13,24.79,0.11,639.65,-37.37
30.11,80,1000,6,3.69,464.63,553.09,-1.52
24.76,50,1019,18,73.41,301.57,750.6,-2.62
34.48,71,1021,7,33.35,280.37,184.46,4.54
32.9,74,1028,24,96.27,304.89,876.95,0.17
28.02,40,991,6,34.62,279.51,957.41,-1.21
34.45,82,1011,14,43.01,164.27,949.83,8.18
21.97,52,1000,6,28.63,395.37,234.68,25.52
34.99,46,994,16,94.42,189.06,521.45,-38.83
32.06,88,992,5,3.63,141.22,861.9,-26.74
32.6,79,1014,19,71.04,384.36,274.06,-42.71
21.29,46,1025,22,33.16,256.14,922.13,28.32
32.36,53,995,12,83.99,85.29,193.95,-49.53
29.88,65,1014,16,52.0,30.39,588.42,38.02
29.72,56,1012,11,14.28,423.81,671.26,-33.9
26.44,68,1019,17,16.1,370.46,266.88,13.87
20.15,50,1026,13,27.53,67.55,990.71,-36.11
28.45,49,1015,22,69.74,94.27,890.16,-19.0
28.02,46,995,21,86.96,115.73,434.74,-41.15
28.46,59,1015,12,8.2,237.29,587.73,44.47
32.24,54,1022,23,29.33,211.11,816.49,-12.33
26.0,41,994,14,56.56,171.17,944.19,-43.22
25.39,87,1001,18,40.27,44.67,768.17,7.45
29.96,89,1004,5,73.05,147.51,533.41,-36.06
31.85,43,1004,11,0.68,176.16,701.85,14.07
31.35,66,990,16,10.39,249.2,549.35,-2.82
37.63,88,1026,10,20.18,164.46,296.16,-29.76
35.38,42,991,7,17.38,401.37,677.14,-4.59
21.04,40,993,9,5.51,267.52,898.5,-41.1
31.27,46,1004,20,69.21,25.97,318.09,45.49
28.36,79,1023,9,65.63,47.91,576.96,24.17
27.22,66,1029,11,1.2,42.43,522.41,28.56
39.16,73,1004,24,39.24,219.46,977.4,41.39
29.14,42,1026,20,79.05,139.83,457.7,2.75
34.39,58,991,14,18.52,480.85,883.62,46.77
39.34,87,1006,22,34.41,334.43,471.12,9.99
23.02,45,1007,10,8.94,56.81,889.32,20.04
21.09,72,1000,6,35.4,216.8,727.84,-35.24
26.27,51,1007,13,46.19,475.04,227.79,32.28
20.89,63,1007,8,40.27,197.85,648.36,-17.28
22.34,53,1021,21,50.49,220.7,441.65,-26.33
39.83,56,1014,7,23.37,55.78,371.19,28.16
39.2,75,998,12,72.91,430.09,118.64,47.83
33.83,59,1011,15,31.34,185.93,323.83,5.57
35.06,47,1000,12,97.21,2.26,424.9,-35.45
22.81,81,990,17,87.04,213.36,104.43,1.66
31.9,77,1017,10,14.61,274.9,876.05,1.41
23.09,64,1011,5,11.97,482.53,479.03,-42.09
27.57,43,997,13,89.95,178.17,583.83,-37.86
26.91,68,1028,18,20.12,45.14,629.96,36.66
32.28,86,996,7,71.44,148.34,438.37,-29.05
21.59,42,1008,5,41.5,431.93,119.0,-29.46
22.07,70,995,12,74.01,239.66,157.1,-39.62
32.2,76,1028,15,14.19,70.97,997.31,-22.27
32.72,49,1017,5,99.89,122.94,125.03,-24.78
26.8,51,1010,6,82.96,439.29,339.88,-41.75
22.94,83,993,9,98.0,388.14,991.22,-16.44
37.72,42,1002,24,47.6,253.13,293.3,-38.64
21.06,87,995,15,17.42,225.29,746.28,-43.36
34.35,48,1006,17,53.16,454.07,234.92,33.63
22.8,53,995,5,33.31,342.52,829.25,-18.75
32.75,53,1018,14,44.63,300.1,780.28,-45.13
33.27,79,996,11,94.63,161.74,242.68,-39.27
36.09,58,1005,24,92.79,400.07,538.41,37.5
27.9,56,1020,15,17.04,174.71,406.02,-4.28
20.44,76,1001,16,69.24,155.23,902.89,45.41
36.22,61,1029,8,27.18,221.38,644.71,39.02
28.88,87,1014,15,98.2,353.54,475.56,-8.77
36.94,60,1006,15,19.67,157.87,281.31,-37.09
35.52,70,1004,21,26.38,64.22,238.22,24.99
29.97,78,997,11,29.78,17.11,548.34,-27.79
39.99,51,996,19,79.25,349.33,931.33,43.62
29.24,73,1000,22,29.95,455.22,416.48,10.43
33.93,79,1013,21,13.1,250.88,712.03,-44.57
33.4,53,1016,5,94.0,428.65,256.22,24.11
30.36,57,1007,8,30.3,18.98,100.54,1.96
31.71,81,1021,22,65.36,451.94,211.17,25.68
35.97,87,1009,15,24.08,104.68,238.72,26.67
31.43,49,1002,5,48.53,161.2,576.58,0.19
29.0,71,1012,13,10.33,143.27,402.29,-24.11
33.24,85,1024,16,62.78,376.73,867.05,45.11
20.71,62,1021,20,4.53,25.97,316.46,-35.36
22.18,77,1018,22,28.39,98.65,194.22,-37.81
22.51,49,991,24,53.44,245.69,566.28,14.92
28.52,83,1029,10,77.43,192.56,735.86,-46.6
37.44,57,1022,6,17.49,200.17,605.62,-12.96
32.87,43,1025,8,24.42,466.33,486.94,26.59
39.45,42,1008,16,34.92,104.94,504.07,24.75
20.8,68,1008,19,23.63,24.38,101.45,-40.17
34.44,51,1028,14,9.28,419.39,518.96,-4.78
26.28,45,1027,20,70.94,484.51,806.24,-31.91
20.47,77,992,15,1.73,115.36,702.53,36.76
36.52,63,1004,17,29.37,174.32,905.65,-5.51
23.25,67,1000,21,52.44,4.34,914.98,8.65
24.28,76,1004,10,39.23,141.71,933.34,31.35
26.81,71,994,23,70.58,18.02,287.45,8.61
35.77,58,1026,21,69.0,51.59,497.43,-16.83
32.49,80,1028,8,98.52,261.34,780.58,-20.6
25.3,44,1001,20,52.85,115.13,581.76,48.07
23.37,43,1010,22,84.33,76.54,370.77,-42.15
22.19,69,1029,13,38.34,253.76,324.85,-21.19
23.0,66,1022,7,17.88,348.21,954.48,6.53
37.36,73,1018,13,13.06,158.07,211.97,22.69
38.45,45,1006,22,5.42,160.43,381.6,28.56
39.36,86,996,12,67.11,247.17,859.99,41.32
36.69,54,991,20,92.22,381.0,911.65,-31.24
37.75,60,1002,14,39.74,457.5,283.28,-5.02
36.32,73,1002,21,1.56,318.73,627.31,40.4
39.16,87,1022,22,4.87,70.73,661.19,-23.86
36.91,69,1016,5,78.9,458.63,324.3,36.06
29.24,44,991,8,32.83,250.86,953.22,-35.66
26.47,53,1001,19,20.04,212.48,710.33,49.48
31.68,63,1001,13,20.71,179.12,176.58,-46.25
32.16,75,1026,7,72.95,487.42,359.44,9.77
31.5,54,991,15,50.05,178.93,273.62,4.33
34.13,88,1016,9,17.21,93.33,945.06,-42.53
33.98,63,1022,8,28.62,447.64,207.57,-15.31
21.74,67,1017,16,1.66,66.45,557.08,21.52
25.71,63,991,7,59.47,41.96,996.59,36.1
37.8,62,1016,7,64.57,153.42,280.63,43.78
31.8,46,997,17,4.15,445.64,697.98,4.07
26.57,49,1019,12,39.7,261.63,291.88,-16.84
37.01,84,993,11,81.24,382.27,828.09,27.94
24.98,87,1005,9,54.36,386.82,354.02,-31.95
28.18,72,992,14,41.13,123.49,649.23,-12.83
25.53,77,1016,18,10.78,432.89,639.2,-9.8
37.43,48,1012,5,18.85,297.76,773.51,4.99
34.57,86,1028,12,16.25,419.95,427.72,-33.25
29.2,78,992,23,80.38,435.27,429.97,-2.29
38.65,60,996,22,5.87,75.69,334.08,26.94
38.55,68,1027,24,24.58,227.31,401.13,-28.85
34.23,88,1007,13,65.32,46.26,412.38,-32.23
37.84,68,1012,24,60.61,238.58,897.36,-25.74
34.39,45,1026,22,51.79,101.64,366.14,40.36
32.56,82,991,24,93.33,224.44,964.44,-24.5
28.42,43,1005,13,46.1,26.47,917.95,-10.31
25.47,58,998,22,10.83,392.94,699.77,22.56
21.21,83,1000,15,8.76,123.68,819.36,-35.84
36.02,88,1020,13,99.84,413.26,274.97,44.44
22.44,82,1000,14,84.94,368.53,105.24,-2.65
28.21,50,997,6,67.08,442.77,121.06,35.48
24.69,58,991,12,21.83,429.02,366.87,-26.27
29.09,87,1025,8,13.68,131.54,476.97,33.2
26.3,46,999,22,82.86,354.78,282.6,-20.17
36.59,82,993,10,72.37,270.82,516.41,-41.4
39.56,59,1016,13,82.75,444.53,249.05,17.04
38.83,46,1002,11,40.18,12.76,278.74,10.9
32.45,81,993,21,56.78,35.52,787.0,-28.02
39.59,51,1019,9,47.93,386.67,632.61,45.46
28.01,54,1007,20,67.5,25.6,898.99,34.25
30.45,84,1004,14,7.68,386.59,726.95,-13.89
25.14,55,1007,23,96.85,29.88,454.42,-47.58
37.96,49,1018,14,85.77,296.97,950.91,-49.02
23.59,82,1012,11,46.09,344.79,437.89,1.12
32.21,55,1027,16,97.75,388.99,808.2,-5.4
35.99,64,1025,20,14.4,429.81,530.3,13.82
31.91,48,991,9,92.55,380.24,356.46,2.15
21.58,40,1008,11,48.72,336.8,128.41,-19.45
32.23,52,1002,18,1.37,301.28,231.5,36.75
35.34,60,1013,8,10.14,188.06,465.24,12.02
23.76,65,1009,15,36.28,276.57,377.61,-28.43
34.74,55,1001,8,0.93,71.46,191.64,15.59
37.57,40,1011,16,82.04,113.34,323.25,-41.69
39.73,88,1025,7,56.57,433.12,140.66,-29.9
28.2,73,1024,7,92.31,223.36,674.47,-24.99
20.5,54,1025,5,93.41,404.05,505.38,38.01
28.38,42,992,20,85.33,365.67,314.31,13.29
33.2,53,993,13,47.99,302.48,159.67,4.21
37.83,74,1019,17,42.33,237.96,680.34,-5.49
38.76,59,1023,23,13.14,412.76,599.1,35.75
38.19,73,1001,22,24.26,320.73,187.49,-26.38
33.16,66,1025,16,55.65,64.84,583.11,-28.64
33.65,75,1028,12,19.4,137.42,485.64,23.98
20.05,71,990,24,11.49,266.15,729.03,1.98
27.27,70,1005,10,6.9,235.18,273.03,-39.42
38.14,45,995,15,25.27,5.3,156.63,-12.81
33.79,72,1002,7,62.56,360.02,461.87,39.66
29.36,77,1025,20,81.34,55.21,660.17,20.71
22.09,68,1011,21,6.41,418.1,269.21,-2.05
24.93,60,1021,24,25.53,404.64,406.08,35.36
31.1,79,1001,20,54.33,331.0,977.3,-12.41
37.95,86,1023,15,82.77,179.5,396.45,46.19
21.92,64,1017,19,83.17,450.7,119.06,-16.46
23.08,54,998,24,0.13,290.93,366.06,-23.22
33.1,63,1018,22,92.66,343.71,871.63,23.35
25.88,47,1014,20,35.42,417.3,604.8,-13.24
23.39,53,1014,10,24.81,186.62,486.13,11.85
23.57,59,1026,18,95.7,88.17,101.79,-20.05
29.85,72,1009,16,15.31,355.52,379.05,35.34
31.67,75,992,22,73.18,70.69,576.94,33.13
38.09,74,997,7,68.07,309.5,479.37,-30.11
30.6,77,996,9,17.88,195.39,481.52,12.01
33.83,89,1003,6,33.05,128.89,580.7,-34.67
23.61,81,996,23,73.84,249.74,503.81,15.72
34.27,46,998,15,57.29,179.73,751.72,7.56
32.97,63,1024,21,22.56,221.87,824.67,-12.39
24.32,51,1026,7,51.83,195.29,391.7,-26.53
33.39,55,1028,10,79.5,400.34,647.34,16.95
24.23,56,1004,10,42.02,96.44,288.33,-27.98
